2020-09-14_03,0.21
2020-09-14_04,0.22
2020-09-14_05,0.29
2020-09-14_06,0.27
2020-09-14_07,0.22
2020-09-14_08,0.23
2020-09-14_09,0.26
2020-09-14_10,0.28
2020-09-14_11,0.23
2020-09-14_12,0.25
2020-09-14_13,0.27
2020-09-14_14,0.29
2020-09-14_15,0.25
2020-09-14_16,0.27
2020-09-14_17,0.28
2020-09-14_18,0.24
2020-09-14_19,0.26
2020-09-14_20,0.25
2020-09-14_21,0.24
2020-09-14_22,0.23
2020-09-14_23,0.27
2020-09-15_00,0.29
2020-09-15_01,0.23
2020-09-15_02,0.24
2020-09-15_03,0.27
2020-09-15_04,0.26
2020-09-15_05,0.24
2020-09-15_06,0.24
2020-09-15_07,0.27
2020-09-15_08,0.24
2020-09-15_09,0.27
2020-09-15_10,0.27
2020-09-15_11,0.27
2020-09-15_12,0.24
2020-09-15_13,0.23
2020-09-15_14,0.22
2020-09-15_15,0.22
2020-09-15_16,0.26
2020-09-15_17,0.27
2020-09-15_18,0.27
2020-09-15_19,0.25
2020-09-15_20,0.23
2020-09-15_21,0.18
2020-09-15_22,0.23
2020-09-15_23,0.22
2020-09-16_00,0.27
2020-09-16_01,0.24
2020-09-16_02,0.24
2020-09-16_03,0.28
2020-09-16_04,0.28
2020-09-16_05,0.26
2020-09-16_06,0.23
2020-09-16_07,0.24
2020-09-16_08,0.26
2020-09-16_09,0.28
2020-09-16_10,0.31
2020-09-16_11,0.32
2020-09-16_12,0.33
2020-09-16_13,0.3
2020-09-16_14,0.27
2020-09-16_15,0.26
2020-09-16_16,0.25
2020-09-16_17,0.26
2020-09-16_18,0.26
2020-09-16_19,0.23
2020-09-16_20,0.22
2020-09-16_21,0.22
2020-09-16_22,0.17
2020-09-16_23,0.21
2020-09-17_00,0.22
2020-09-17_01,0.19
2020-09-17_02,0.19
2020-09-17_03,0.21
2020-09-17_04,0.24
2020-09-17_05,0.25
2020-09-17_06,0.26
2020-09-17_07,0.25
2020-09-17_08,0.23
2020-09-17_09,0.29
2020-09-17_10,0.25
2020-09-17_11,0.28
2020-09-17_12,0.26
2020-09-17_13,0.24
2020-09-17_14,0.26
2020-09-17_15,0.3
2020-09-17_16,0.26
2020-09-17_17,0.29
2020-09-17_18,0.23
2020-09-17_19,0.23
2020-09-17_20,0.22
2020-09-17_21,0.19
2020-09-17_22,0.18
2020-09-17_23,0.21
2020-09-18_00,0.23
2020-09-18_01,0.23
2020-09-18_02,0.23
2020-09-18_03,0.24
2020-09-18_04,0.24
2020-09-18_05,0.25
2020-09-18_06,0.23
2020-09-18_07,0.35
2020-09-18_08,0.28
2020-09-18_09,0.25
2020-09-18_10,0.29
2020-09-18_11,0.23
2020-09-18_12,0.25
2020-09-18_13,0.23
2020-09-18_14,0.24
2020-09-18_15,0.22
2020-09-18_16,0.24
2020-09-18_17,0.19
2020-09-18_18,0.19
2020-09-18_19,0.2
2020-09-18_20,0.24
2020-09-18_21,0.25
2020-09-18_22,0.22
2020-09-18_23,0.22
2020-09-19_00,0.25
2020-09-19_01,0.23
2020-09-19_02,0.34
2020-09-19_03,0.27
2020-09-19_04,0.32
2020-09-19_05,0.31
2020-09-19_06,0.24
2020-09-19_07,0.29
2020-09-19_08,0.24
2020-09-19_09,0.21
2020-09-19_10,0.23
2020-09-19_11,0.34
2020-09-19_12,0.4
2020-09-19_13,0.42
2020-09-19_14,0.45
2020-09-19_15,0.46
2020-09-19_16,0.41
2020-09-19_17,0.39
2020-09-19_18,0.31
2020-09-19_19,0.28
2020-09-19_20,0.31
2020-09-19_21,0.33
2020-09-19_22,0.32
2020-09-19_23,0.3
2020-09-20_00,0.31
2020-09-20_01,0.33
2020-09-20_02,0.36
2020-09-20_03,0.44
2020-09-20_04,0.4
2020-09-20_05,0.44
2020-09-20_06,0.4
2020-09-20_07,0.38
2020-09-20_08,0.35
2020-09-20_09,0.35
2020-09-20_10,0.34
2020-09-20_11,0.37
2020-09-20_12,0.28
2020-09-20_13,0.28
2020-09-20_14,0.28
2020-09-20_15,0.24
2020-09-20_16,0.24
2020-09-20_17,0.26
2020-09-20_18,0.24
2020-09-20_19,0.23
2020-09-20_20,0.3
2020-09-20_21,0.24
2020-09-20_22,0.2
2020-09-20_23,0.23
2020-09-21_00,0.26
2020-09-21_01,0.17
2020-09-21_02,0.19
2020-09-21_03,0.26
2020-09-21_04,0.28
2020-09-21_05,0.21
2020-09-21_06,0.26
2020-09-21_07,0.26
2020-09-21_08,0.29
2020-09-21_09,0.23
2020-09-21_10,0.3
2020-09-21_11,0.28
2020-09-21_12,0.25
2020-09-21_13,0.26
2020-09-21_14,0.19
2020-09-21_15,0.21
2020-09-21_16,0.29
2020-09-21_17,0.28
2020-09-21_18,0.3
2020-09-21_19,0.24
2020-09-21_20,0.18
2020-09-21_21,0.16
2020-09-21_22,0.2
2020-09-21_23,0.19
2020-09-22_00,0.23
2020-09-22_01,0.21
2020-09-22_02,0.24
2020-09-22_03,0.2
2020-09-22_04,0.23
2020-09-22_05,0.24
2020-09-22_06,0.21
2020-09-22_07,0.22
2020-09-22_08,0.21
2020-09-22_09,0.23
2020-09-22_10,0.23
2020-09-22_11,0.24
2020-09-22_12,0.25
2020-09-22_13,0.24
2020-09-22_14,0.26
2020-09-22_15,0.24
2020-09-22_16,0.24
2020-09-22_17,0.22
2020-09-22_18,0.24
2020-09-22_19,0.22
2020-09-22_20,0.25
2020-09-22_21,0.22
2020-09-22_22,0.24
2020-09-22_23,0.22
2020-09-23_00,0.15
2020-09-23_01,0.2
2020-09-23_02,0.23
2020-09-23_03,0.21
2020-09-23_04,0.19
2020-09-23_05,0.21
2020-09-23_06,0.22
2020-09-23_07,0.2
2020-09-23_08,0.24
2020-09-23_09,0.24
2020-09-23_10,0.25
2020-09-23_11,0.27
2020-09-23_12,0.24
2020-09-23_13,0.28
2020-09-23_14,0.27
2020-09-23_15,0.27
2020-09-23_16,0.25
2020-09-23_17,0.25
2020-09-23_18,0.25
2020-09-23_19,0.17
2020-09-23_20,0.26
2020-09-23_21,0.28
2020-09-23_22,0.19
2020-09-23_23,0.19
2020-09-24_00,0.2
2020-09-24_01,0.29
2020-09-24_02,0.29
2020-09-24_03,0.3
2020-09-24_04,0.3
2020-09-24_05,0.28
2020-09-24_06,0.25
2020-09-24_07,0.26
2020-09-24_08,0.26
2020-09-24_09,0.27
2020-09-24_10,0.28
2020-09-24_11,0.3
2020-09-24_12,0.29
2020-09-24_13,0.33
2020-09-24_14,0.35
2020-09-24_15,0.33
2020-09-24_16,0.32
2020-09-24_17,0.29
2020-09-24_18,0.28
2020-09-24_19,0.24
2020-09-24_20,0.25
2020-09-24_21,0.2
2020-09-24_22,0.29
2020-09-24_23,0.22
2020-09-25_00,0.27
2020-09-25_01,0.25
2020-09-25_02,0.29
2020-09-25_03,0.25
2020-09-25_04,0.28
2020-09-25_05,0.29
2020-09-25_06,0.24
2020-09-25_07,0.27
2020-09-25_08,0.26
2020-09-25_09,0.26
2020-09-25_10,0.22
2020-09-25_11,0.24
2020-09-25_12,0.29
2020-09-25_13,0.31
2020-09-25_14,0.24
2020-09-25_15,0.27
2020-09-25_16,0.3
2020-09-25_17,0.31
2020-09-25_18,0.3
2020-09-25_19,0.28
2020-09-25_20,0.27
2020-09-25_21,0.29
2020-09-25_22,0.26
2020-09-25_23,0.33
2020-09-26_00,0.27
2020-09-26_01,0.26
2020-09-26_02,0.26
2020-09-26_03,0.26
2020-09-26_04,0.26
2020-09-26_05,0.23
2020-09-26_06,0.25
2020-09-26_07,0.27
2020-09-26_08,0.25
2020-09-26_09,0.3
2020-09-26_10,0.28
2020-09-26_11,0.27
2020-09-26_12,0.25
2020-09-26_13,0.23
2020-09-26_14,0.26
2020-09-26_15,0.27
2020-09-26_16,0.25
2020-09-26_17,0.2
2020-09-26_18,0.28
2020-09-26_19,0.22
2020-09-26_20,0.18
2020-09-26_21,0.24
2020-09-26_22,0.24
2020-09-26_23,0.28
2020-09-27_00,0.33
2020-09-27_01,0.28
2020-09-27_02,0.24
2020-09-27_03,0.41
2020-09-27_04,0.26
2020-09-27_05,0.35
2020-09-27_06,0.26
2020-09-27_07,0.21
2020-09-27_08,0.18
2020-09-27_09,0.23
2020-09-27_10,0.25
2020-09-27_11,0.23
2020-09-27_12,0.22
2020-09-27_13,0.22
2020-09-27_14,0.23
2020-09-27_15,0.23
